Date,HomeTeam,AwayTeam,Played Value A,Total Value H,Total Value A,Attack H,Midfield H,Defense H,Goalie H,Attack A,Midfield A,Defense A,Goalie A,Attack Count H,Midfield Count H,Defense Count H,Goalie Count H,Attack Count A,Midfield Count A,Defense Count A,Goalie Count A,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_11,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11
2019-04-03,Chelsea,Brighton and Hove Albion,,,,,,,,,,,,,,,,,,,,3,0,H,1,0,H,G Scott,17,3,4,1,5,9,7,1,0,0,0,0,Kepa Arrizabalaga,Andreas Christensen,César Azpilicueta,David Luiz,Emerson,Jorginho,N'Golo Kanté,Ruben Loftus-Cheek,Eden Hazard,Olivier Giroud,Callum Hudson-Odoi,Mat Ryan,Bruno,Gaëtan Bong,Shane Duffy,Lewis Dunk,Dale Stephens,Yves Bissouma,Davy Pröpper,Florin Andone,Alireza Jahanbakhsh,Solly March
2019-04-03,Manchester City,Cardiff City,,,,,,,,,,,,,,,,,,,,2,0,H,2,0,H,J Moss,27,4,11,1,3,17,7,4,0,3,0,0,Ederson,Danilo,John Stones,Oleksandr Zinchenko,Aymeric Laporte,Kevin De Bruyne,Fernandinho,Phil Foden,Gabriel Jesus,Leroy Sané,Riyad Mahrez,Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Joe Ralls,Josh Murphy,Aron Gunnarsson,David Junior Hoilett,Víctor Camarasa,Oumar Niasse
2019-04-03,Tottenham Hotspur,Crystal Palace,,,,,,,,,,,,,,,,,,,,2,0,H,0,0,D,A Marriner,26,5,10,1,8,5,8,2,1,0,0,0,Hugo Lloris,Kieran Trippier,Toby Alderweireld,Jan Vertonghen,Ben Davies,Danny Rose,Son Heung-Min,Moussa Sissoko,Dele Alli,Christian Eriksen,Harry Kane,Vicente Guaita,Patrick van Aanholt,James Tomkins,Aaron Wan-Bissaka,Martin Kelly,Luka Milivojevic,Cheikhou Kouyaté,James McArthur,Wilfried Zaha,Jeffrey Schlupp,Michy Batshuayi
2019-04-05,Southampton,Liverpool,,,,,,,,,,,,,,,,,,,,1,3,A,1,1,D,P Tierney,11,17,1,5,8,7,7,5,2,4,0,0,Angus Gunn,Maya Yoshida,Jannik Vestergaard,Jan Bednarek,Oriol Romeu,Yan Valery,Ryan Bertrand,Pierre-Emile Højbjerg,Shane Long,James Ward-Prowse,Nathan Redmond,Alisson,Virgil van Dijk,Andrew Robertson,Joel Matip,Trent Alexander-Arnold,Fabinho,Georginio Wijnaldum,Naby Keita,Roberto Firmino,Sadio Mané,Mohamed Salah
2019-04-06,AFC Bournemouth,Burnley,,,,,,,,,,,,,,,,,,,,1,3,A,1,2,A,M Atkinson,10,11,2,3,12,16,3,6,2,3,0,0,Asmir Begovic,Nathan Aké,Chris Mepham,Adam Smith,Nathaniel Clyne,Dan Gosling,David Brooks,Jefferson Lerma,Ryan Fraser,Callum Wilson,Joshua King,Tom Heaton,Matthew Lowton,Charlie Taylor,James Tarkowski,Ben Mee,Jack Cork,Jeff Hendrick,Ashley Westwood,Dwight McNeil,Chris Wood,Ashley Barnes
2019-04-06,Huddersfield Town,Leicester City,,,,,,,,,,,,,,,,,,,,1,4,A,0,1,A,D Coote,10,18,4,9,13,11,8,5,3,0,0,0,Ben Hamer,Tommy Smith,Terence Kongolo,Christopher Schindler,Erik Durm,Jonathan Hogg,Aaron Mooy,Chris Löwe,Jon Gorenc Stankovic,Alex Pritchard,Karlan Grant,Kasper Schmeichel,Ben Chilwell,Çaglar Söyüncü,Wes Morgan,Ricardo Pereira,Demarai Gray,James Maddison,Youri Tielemans,Wilfred Ndidi,Harvey Barnes,Jamie Vardy
2019-04-06,Newcastle United,Crystal Palace,,,,,,,,,,,,,,,,,,,,0,1,A,0,0,D,S Attwell,18,3,5,1,12,13,9,4,1,2,0,0,Martin Dubravka,Fabian Schär,Jamaal Lascelles,Matt Ritchie,Florian Lejeune,DeAndre Yedlin,Ki Sung-Yueng,Isaac Hayden,Ayoze Pérez,Miguel Almirón,Salomón Rondón,Vicente Guaita,Patrick van Aanholt,James Tomkins,Aaron Wan-Bissaka,Martin Kelly,Luka Milivojevic,Andros Townsend,Jeffrey Schlupp,James McArthur,Wilfried Zaha,Michy Batshuayi
2019-04-07,Everton,Arsenal,,,,,,,,,,,,,,,,,,,,1,0,H,1,0,H,K Friend,23,7,6,2,8,9,9,6,1,4,0,0,Jordan Pickford,Kurt Zouma,Phil Jagielka,Lucas Digne,Séamus Coleman,Richarlison,André Gomes,Gylfi Sigurdsson,Idrissa Gueye,Bernard,Dominic Calvert-Lewin,Bernd Leno,Sokratis,Nacho Monreal,Shkodran Mustafi,Mohamed Elneny,Ainsley Maitland-Niles,Matteo Guendouzi,Sead Kolasinac,Henrikh Mkhitaryan,Alexandre Lacazette,Mesut Özil
2019-04-08,Chelsea,West Ham United,,,,,,,,,,,,,,,,,,,,2,0,H,1,0,H,C Kavanagh,16,9,7,2,8,7,7,4,2,1,0,0,Kepa Arrizabalaga,Antonio Rüdiger,César Azpilicueta,David Luiz,Emerson,Jorginho,N'Golo Kanté,Ruben Loftus-Cheek,Gonzalo Higuaín,Eden Hazard,Callum Hudson-Odoi,Lukasz Fabianski,Aaron Cresswell,Fabián Balbuena,Angelo Ogbonna,Ryan Fredericks,Marko Arnautovic,Felipe Anderson,Manuel Lanzini,Mark Noble,Declan Rice,Chicharito
2019-04-12,Leicester City,Newcastle United,,,,,,,,,,,,,,,,,,,,0,1,A,0,1,A,C Kavanagh,12,11,5,5,6,10,2,3,2,3,0,0,Kasper Schmeichel,Ben Chilwell,Wes Morgan,Harry Maguire,Ricardo Pereira,Demarai Gray,James Maddison,Youri Tielemans,Wilfred Ndidi,Harvey Barnes,Jamie Vardy,Martin Dubravka,Paul Dummett,Fabian Schär,Jamaal Lascelles,Matt Ritchie,Javier Manquillo,Ki Sung-Yueng,Isaac Hayden,Ayoze Pérez,Miguel Almirón,Salomón Rondón
2019-04-13,Brighton and Hove Albion,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,0,5,A,0,1,A,K Friend,8,14,1,7,10,6,4,1,2,4,1,0,Mat Ryan,Shane Duffy,Lewis Dunk,Martín Montoya,Bernardo,Dale Stephens,Yves Bissouma,Davy Pröpper,Jürgen Locadia,Florin Andone,Anthony Knockaert,Artur Boruc,Steve Cook,Nathan Aké,Chris Mepham,Adam Smith,Dan Gosling,David Brooks,Jefferson Lerma,Ryan Fraser,Callum Wilson,Joshua King
2019-04-13,Burnley,Cardiff City,,,,,,,,,,,,,,,,,,,,2,0,H,1,0,H,M Dean,14,14,7,2,7,10,8,4,2,3,0,0,Tom Heaton,Matthew Lowton,Charlie Taylor,James Tarkowski,Ben Mee,Jack Cork,Jeff Hendrick,Ashley Westwood,Dwight McNeil,Chris Wood,Ashley Barnes,Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Josh Murphy,Aron Gunnarsson,Víctor Camarasa,David Junior Hoilett,Kenneth Zohore
2019-04-13,Fulham,Everton,,,,,,,,,,,,,,,,,,,,2,0,H,0,0,D,L Probert,12,8,5,1,8,10,7,3,2,1,0,0,Sergio Rico,Tim Ream,Maxime Le Marchand,Timothy Fosu-Mensah,Joe Bryan,Ryan Sessegnon,Calum Chambers,Tom Cairney,Ryan Babel,André-Frank Zambo Anguissa,Aleksandar Mitrovic,Jordan Pickford,Kurt Zouma,Phil Jagielka,Lucas Digne,Séamus Coleman,Richarlison,André Gomes,Gylfi Sigurdsson,Idrissa Gueye,Bernard,Dominic Calvert-Lewin
2019-04-13,Manchester United,West Ham United,,,,,,,,,,,,,,,,,,,,2,1,H,1,0,H,G Scott,14,18,4,4,14,5,3,11,1,1,0,0,David de Gea,Phil Jones,Chris Smalling,Marcos Rojo,Diogo Dalot,Paul Pogba,Juan Mata,Anthony Martial,Jesse Lingard,Fred,Romelu Lukaku,Lukasz Fabianski,Fabián Balbuena,Pablo Zabaleta,Angelo Ogbonna,Arthur Masuaku,Felipe Anderson,Manuel Lanzini,Robert Snodgrass,Mark Noble,Declan Rice,Chicharito
2019-04-13,Southampton,Wolverhampton Wanderers,,,,,,,,,,,,,,,,,,,,3,1,H,2,1,H,J Moss,13,17,6,2,13,8,4,9,1,3,0,0,Angus Gunn,Maya Yoshida,Jannik Vestergaard,Jan Bednarek,James Ward-Prowse,Yan Valery,Ryan Bertrand,Pierre-Emile Højbjerg,Danny Ings,Nathan Redmond,Josh Sims,Rui Patrício,Willy Boly,Conor Coady,Romain Saïss,Matt Doherty,Rúben Neves,Jonny,João Moutinho,Leander Dendoncker,Raúl Jiménez,Diogo Jota
2019-04-13,Tottenham Hotspur,Huddersfield Town,,,,,,,,,,,,,,,,,,,,4,0,H,2,0,H,L Mason,22,7,5,1,10,12,4,2,2,2,0,0,Hugo Lloris,Jan Vertonghen,Davinson Sánchez,Juan Foyth,Victor Wanyama,Kyle Walker-Peters,Moussa Sissoko,Ben Davies,Fernando Llorente,Christian Eriksen,Lucas Moura,Ben Hamer,Terence Kongolo,Christopher Schindler,Jon Gorenc Stankovic,Florent Hadergjonaj,Erik Durm,Jonathan Hogg,Juninho Bacuna,Elias Kachunga,Chris Löwe,Karlan Grant
2019-04-14,Crystal Palace,Manchester City,,,,,,,,,,,,,,,,,,,,1,3,A,0,1,A,M Atkinson,7,20,3,6,5,11,2,9,0,0,0,0,Vicente Guaita,Patrick van Aanholt,Scott Dann,Aaron Wan-Bissaka,Martin Kelly,Luka Milivojevic,Andros Townsend,Wilfried Zaha,Jeffrey Schlupp,James McArthur,Christian Benteke,Ederson,Kyle Walker,Vincent Kompany,Aymeric Laporte,Benjamin Mendy,Raheem Sterling,Ilkay Gündogan,Kevin De Bruyne,Leroy Sané,David Silva,Sergio Agüero
2019-04-14,Liverpool,Chelsea,,,,,,,,,,,,,,,,,,,,2,0,H,0,0,D,M Oliver,15,6,7,3,5,9,9,2,0,1,0,0,Alisson,Virgil van Dijk,Andrew Robertson,Joel Matip,Trent Alexander-Arnold,Fabinho,Naby Keita,Jordan Henderson,Roberto Firmino,Sadio Mané,Mohamed Salah,Kepa Arrizabalaga,Antonio Rüdiger,César Azpilicueta,David Luiz,Emerson,Jorginho,N'Golo Kanté,Ruben Loftus-Cheek,Willian,Eden Hazard,Callum Hudson-Odoi
2019-04-15,Watford,Arsenal,,,,,,,,,,,,,,,,,,,,0,1,A,0,1,A,C Pawson,11,19,3,6,12,8,6,4,2,0,1,0,Ben Foster,Daryl Janmaat,Craig Cathcart,Christian Kabasele,Adam Masina,Abdoulaye Doucouré,Will Hughes,Kiko Femenía,Etienne Capoue,Troy Deeney,Andre Gray,Bernd Leno,Laurent Koscielny,Nacho Monreal,Shkodran Mustafi,Konstantinos Mavropanos,Henrikh Mkhitaryan,Aaron Ramsey,Lucas Torreira,Alex Iwobi,Granit Xhaka,Pierre-Emerick Aubameyang
2019-04-16,Brighton and Hove Albion,Cardiff City,,,,,,,,,,,,,,,,,,,,0,2,A,0,1,A,A Marriner,14,10,2,3,11,13,5,4,0,1,0,0,Mat Ryan,Bruno,Shane Duffy,Lewis Dunk,Bernardo,Dale Stephens,Pascal Groß,Alireza Jahanbakhsh,Solly March,Davy Pröpper,Glenn Murray,Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Joe Ralls,Aron Gunnarsson,Nathaniel Mendez-Laing,Víctor Camarasa,David Junior Hoilett,Oumar Niasse
2019-04-20,AFC Bournemouth,Fulham,,,,,,,,,,,,,,,,,,,,0,1,A,0,0,D,D Coote,15,17,5,5,11,18,3,7,1,3,0,0,Artur Boruc,Steve Cook,Nathan Aké,Chris Mepham,Junior Stanislas,Dan Gosling,David Brooks,Jefferson Lerma,Ryan Fraser,Callum Wilson,Joshua King,Sergio Rico,Denis Odoi,Tim Ream,Maxime Le Marchand,Joe Bryan,Ryan Sessegnon,Calum Chambers,Ryan Babel,Jean Michael Seri,André-Frank Zambo Anguissa,Aleksandar Mitrovic
2019-04-20,Huddersfield Town,Watford,,,,,,,,,,,,,,,,,,,,1,2,A,0,1,A,R East,13,11,3,6,15,9,2,2,2,2,0,0,Jonas Lössl,Tommy Smith,Terence Kongolo,Christopher Schindler,Erik Durm,Jonathan Hogg,Juninho Bacuna,Elias Kachunga,Isaac Mbenza,Steve Mounie,Aaron Mooy,Ben Foster,Adrian Mariappa,Adam Masina,Craig Cathcart,Kiko Femenía,Ken Sema,Abdoulaye Doucouré,Will Hughes,Etienne Capoue,Gerard Deulofeu,Andre Gray
2019-04-20,Manchester City,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,1,0,H,1,0,H,M Oliver,15,10,4,4,11,11,4,4,1,2,0,0,Ederson,Kyle Walker,John Stones,Oleksandr Zinchenko,Aymeric Laporte,Ilkay Gündogan,Kevin De Bruyne,Phil Foden,Raheem Sterling,Sergio Agüero,Bernardo Silva,Paulo Gazzaniga,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Juan Foyth,Ben Davies,Eric Dier,Dele Alli,Christian Eriksen,Son Heung-Min,Lucas Moura
2019-04-20,Newcastle United,Southampton,,,,,,,,,,,,,,,,,,,,3,1,H,2,0,H,A Taylor,15,15,6,3,5,11,4,11,0,2,0,0,Martin Dubravka,Paul Dummett,Fabian Schär,Jamaal Lascelles,Matt Ritchie,Javier Manquillo,Ki Sung-Yueng,Isaac Hayden,Ayoze Pérez,Miguel Almirón,Salomón Rondón,Angus Gunn,Maya Yoshida,Jack Stephens,Jan Bednarek,Oriol Romeu,James Ward-Prowse,Ryan Bertrand,Pierre-Emile Højbjerg,Danny Ings,Nathan Redmond,Josh Sims
2019-04-20,West Ham United,Leicester City,,,,,,,,,,,,,,,,,,,,2,2,D,1,0,H,L Probert,11,11,3,5,8,9,6,8,2,0,0,0,Lukasz Fabianski,Fabián Balbuena,Pablo Zabaleta,Angelo Ogbonna,Arthur Masuaku,Felipe Anderson,Robert Snodgrass,Mark Noble,Michail Antonio,Declan Rice,Marko Arnautovic,Kasper Schmeichel,Ben Chilwell,Jonny Evans,Harry Maguire,Ricardo Pereira,Demarai Gray,Marc Albrighton,Youri Tielemans,Wilfred Ndidi,Jamie Vardy,James Maddison
2019-04-20,Wolverhampton Wanderers,Brighton and Hove Albion,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,C Pawson,22,5,5,0,0,8,14,1,0,1,0,0,Rui Patrício,Ryan Bennett,Willy Boly,Conor Coady,Matt Doherty,Rúben Neves,Morgan Gibbs-White,Jonny,João Moutinho,Raúl Jiménez,Diogo Jota,Mat Ryan,Bruno,Gaëtan Bong,Shane Duffy,Lewis Dunk,Dale Stephens,Pascal Groß,Davy Pröpper,Glenn Murray,José Izquierdo,Solly March
2019-04-21,Arsenal,Crystal Palace,,,,,,,,,,,,,,,,,,,,2,3,A,0,1,A,J Moss,12,16,5,7,15,12,8,3,4,1,0,0,Bernd Leno,Laurent Koscielny,Shkodran Mustafi,Konstantinos Mavropanos,Mohamed Elneny,Carl Jenkinson,Matteo Guendouzi,Sead Kolasinac,Alexandre Lacazette,Mesut Özil,Pierre-Emerick Aubameyang,Vicente Guaita,Joel Ward,Scott Dann,Aaron Wan-Bissaka,Martin Kelly,Luka Milivojevic,Max Meyer,Cheikhou Kouyaté,James McArthur,Wilfried Zaha,Christian Benteke
2019-04-21,Cardiff City,Liverpool,,,,,,,,,,,,,,,,,,,,0,2,A,0,0,D,M Atkinson,7,17,2,6,6,5,5,10,1,1,0,0,Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Joe Ralls,Aron Gunnarsson,Nathaniel Mendez-Laing,Víctor Camarasa,David Junior Hoilett,Oumar Niasse,Alisson,Virgil van Dijk,Andrew Robertson,Joel Matip,Trent Alexander-Arnold,Georginio Wijnaldum,Naby Keita,Jordan Henderson,Roberto Firmino,Sadio Mané,Mohamed Salah
2019-04-21,Everton,Manchester United,,,,,,,,,,,,,,,,,,,,4,0,H,2,0,H,P Tierney,15,7,8,1,11,7,10,2,1,1,0,0,Jordan Pickford,Kurt Zouma,Michael Keane,Lucas Digne,Séamus Coleman,Richarlison,Gylfi Sigurdsson,Idrissa Gueye,Morgan Schneiderlin,Bernard,Dominic Calvert-Lewin,David de Gea,Victor Lindelöf,Phil Jones,Chris Smalling,Diogo Dalot,Paul Pogba,Fred,Nemanja Matic,Romelu Lukaku,Anthony Martial,Marcus Rashford
2019-04-22,Chelsea,Burnley,,,,,,,,,,,,,,,,,,,,2,2,D,2,2,D,K Friend,22,6,9,3,9,4,10,1,2,1,0,0,Kepa Arrizabalaga,Andreas Christensen,César Azpilicueta,David Luiz,Emerson,Jorginho,N'Golo Kanté,Ruben Loftus-Cheek,Gonzalo Higuaín,Eden Hazard,Callum Hudson-Odoi,Tom Heaton,Matthew Lowton,Charlie Taylor,James Tarkowski,Ben Mee,Jack Cork,Jeff Hendrick,Ashley Westwood,Dwight McNeil,Chris Wood,Ashley Barnes
2019-04-23,Tottenham Hotspur,Brighton and Hove Albion,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,C Kavanagh,29,6,5,1,7,13,6,3,1,2,0,0,Hugo Lloris,Kieran Trippier,Danny Rose,Toby Alderweireld,Jan Vertonghen,Victor Wanyama,Dele Alli,Christian Eriksen,Son Heung-Min,Fernando Llorente,Lucas Moura,Mat Ryan,Shane Duffy,Lewis Dunk,Martín Montoya,Bernardo,Dale Stephens,Yves Bissouma,Pascal Groß,Jürgen Locadia,Florin Andone,Alireza Jahanbakhsh
2019-04-23,Watford,Southampton,,,,,,,,,,,,,,,,,,,,1,1,D,0,1,A,M Dean,15,8,4,4,10,14,3,4,5,2,0,0,Ben Foster,Daryl Janmaat,Adam Masina,Craig Cathcart,Christian Kabasele,Abdoulaye Doucouré,Will Hughes,Etienne Capoue,Roberto Pereyra,Gerard Deulofeu,Andre Gray,Angus Gunn,Maya Yoshida,Jack Stephens,Jan Bednarek,Oriol Romeu,James Ward-Prowse,Ryan Bertrand,Pierre-Emile Højbjerg,Shane Long,Nathan Redmond,Stuart Armstrong
2019-04-24,Manchester United,Manchester City,,,,,,,,,,,,,,,,,,,,0,2,A,0,0,D,A Marriner,12,8,1,5,10,10,1,1,2,2,0,0,David de Gea,Victor Lindelöf,Chris Smalling,Ashley Young,Luke Shaw,Matteo Darmian,Paul Pogba,Andreas Pereira,Fred,Marcus Rashford,Jesse Lingard,Ederson,Kyle Walker,Vincent Kompany,Oleksandr Zinchenko,Aymeric Laporte,Ilkay Gündogan,David Silva,Fernandinho,Raheem Sterling,Sergio Agüero,Bernardo Silva
2019-04-24,Wolverhampton Wanderers,Arsenal,,,,,,,,,,,,,,,,,,,,3,1,H,3,0,H,S Attwell,11,11,3,1,12,9,5,5,2,3,0,0,Rui Patrício,Ryan Bennett,Willy Boly,Conor Coady,Matt Doherty,Rúben Neves,Jonny,João Moutinho,Leander Dendoncker,Raúl Jiménez,Diogo Jota,Bernd Leno,Sokratis,Laurent Koscielny,Ainsley Maitland-Niles,Nacho Monreal,Henrikh Mkhitaryan,Mesut Özil,Lucas Torreira,Alex Iwobi,Granit Xhaka,Alexandre Lacazette
2019-04-26,Liverpool,Huddersfield Town,,,,,,,,,,,,,,,,,,,,5,0,H,3,0,H,K Friend,21,5,7,1,5,14,4,4,0,0,0,0,Alisson,Virgil van Dijk,Dejan Lovren,Andrew Robertson,Trent Alexander-Arnold,Georginio Wijnaldum,Naby Keita,Jordan Henderson,Sadio Mané,Mohamed Salah,Daniel Sturridge,Jonas Lössl,Tommy Smith,Terence Kongolo,Christopher Schindler,Erik Durm,Jonathan Hogg,Juninho Bacuna,Karlan Grant,Isaac Mbenza,Jon Gorenc Stankovic,Steve Mounie
2019-04-27,Brighton and Hove Albion,Newcastle United,,,,,,,,,,,,,,,,,,,,1,1,D,0,1,A,M Dean,9,9,2,1,7,10,7,4,2,3,0,0,Mat Ryan,Bruno,Shane Duffy,Lewis Dunk,Bernardo,Dale Stephens,Beram Kayal,Pascal Groß,José Izquierdo,Florin Andone,Glenn Murray,Martin Dubravka,Paul Dummett,Fabian Schär,Matt Ritchie,Federico Fernández,Javier Manquillo,Jonjo Shelvey,Isaac Hayden,Ayoze Pérez,Christian Atsu,Salomón Rondón
2019-04-27,Crystal Palace,Everton,,,,,,,,,,,,,,,,,,,,0,0,D,0,0,D,L Mason,8,22,0,3,9,15,5,10,2,0,0,0,Vicente Guaita,Patrick van Aanholt,Scott Dann,Aaron Wan-Bissaka,Martin Kelly,Luka Milivojevic,Max Meyer,Cheikhou Kouyaté,James McArthur,Wilfried Zaha,Christian Benteke,Jordan Pickford,Kurt Zouma,Michael Keane,Lucas Digne,Séamus Coleman,Richarlison,Gylfi Sigurdsson,Idrissa Gueye,Morgan Schneiderlin,Bernard,Dominic Calvert-Lewin
2019-04-27,Fulham,Cardiff City,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,C Kavanagh,8,13,2,8,10,8,10,3,0,0,0,0,Sergio Rico,Denis Odoi,Tim Ream,Maxime Le Marchand,Joe Bryan,Ryan Sessegnon,Calum Chambers,Tom Cairney,Ryan Babel,André-Frank Zambo Anguissa,Aleksandar Mitrovic,Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Leandro Bacuna,Aron Gunnarsson,Nathaniel Mendez-Laing,Víctor Camarasa,David Junior Hoilett,Oumar Niasse
2019-04-27,Southampton,AFC Bournemouth,,,,,,,,,,,,,,,,,,,,3,3,D,1,2,A,G Scott,22,9,7,5,8,9,9,3,2,1,0,0,Angus Gunn,Jack Stephens,Yan Valery,Ryan Bertrand,Jan Bednarek,Oriol Romeu,James Ward-Prowse,Pierre-Emile Højbjerg,Shane Long,Danny Ings,Nathan Redmond,Artur Boruc,Steve Cook,Nathan Aké,Chris Mepham,Nathaniel Clyne,Jack Simpson,Dan Gosling,David Brooks,Jefferson Lerma,Callum Wilson,Joshua King
2019-04-27,Tottenham Hotspur,West Ham United,,,,,,,,,,,,,,,,,,,,0,1,A,0,0,D,A Taylor,14,16,4,7,3,8,2,7,0,2,0,0,Hugo Lloris,Toby Alderweireld,Davinson Sánchez,Juan Foyth,Ben Davies,Danny Rose,Eric Dier,Dele Alli,Christian Eriksen,Son Heung-Min,Lucas Moura,Lukasz Fabianski,Fabián Balbuena,Issa Diop,Ryan Fredericks,Arthur Masuaku,Felipe Anderson,Robert Snodgrass,Mark Noble,Michail Antonio,Declan Rice,Marko Arnautovic
2019-04-27,Watford,Wolverhampton Wanderers,,,,,,,,,,,,,,,,,,,,1,2,A,0,1,A,S Hooper,10,11,1,4,10,11,4,5,3,2,0,0,Ben Foster,Adrian Mariappa,Craig Cathcart,Kiko Femenía,José Holebas,Abdoulaye Doucouré,Will Hughes,Etienne Capoue,Roberto Pereyra,Gerard Deulofeu,Andre Gray,Rui Patrício,Ryan Bennett,Willy Boly,Conor Coady,Matt Doherty,Rúben Neves,Jonny,João Moutinho,Leander Dendoncker,Raúl Jiménez,Diogo Jota
2019-04-28,Burnley,Manchester City,,,,,,,,,,,,,,,,,,,,0,1,A,0,0,D,P Tierney,2,25,0,7,5,7,0,6,1,1,0,0,Tom Heaton,Matthew Lowton,Charlie Taylor,James Tarkowski,Ben Mee,Jack Cork,Jeff Hendrick,Ashley Westwood,Dwight McNeil,Chris Wood,Ashley Barnes,Ederson,Kyle Walker,Vincent Kompany,Oleksandr Zinchenko,Aymeric Laporte,Ilkay Gündogan,Bernardo Silva,David Silva,Raheem Sterling,Sergio Agüero,Leroy Sané
2019-04-28,Leicester City,Arsenal,,,,,,,,,,,,,,,,,,,,3,0,H,0,0,D,M Oliver,24,6,12,1,13,13,8,6,3,1,0,1,Kasper Schmeichel,Ben Chilwell,Jonny Evans,Harry Maguire,Ricardo Pereira,James Maddison,Marc Albrighton,Youri Tielemans,Wilfred Ndidi,Hamza Choudhury,Jamie Vardy,Bernd Leno,Sokratis,Ainsley Maitland-Niles,Shkodran Mustafi,Sead Kolasinac,Henrikh Mkhitaryan,Lucas Torreira,Alex Iwobi,Granit Xhaka,Alexandre Lacazette,Pierre-Emerick Aubameyang
2019-04-28,Manchester United,Chelsea,,,,,,,,,,,,,,,,,,,,1,1,D,1,1,D,M Atkinson,7,16,5,3,9,14,6,6,3,2,0,0,David de Gea,Victor Lindelöf,Eric Bailly,Ashley Young,Luke Shaw,Paul Pogba,Juan Mata,Ander Herrera,Nemanja Matic,Romelu Lukaku,Marcus Rashford,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,César Azpilicueta,David Luiz,Jorginho,N'Golo Kanté,Mateo Kovacic,Gonzalo Higuaín,Willian,Eden Hazard
2019-05-03,Everton,Burnley,,,,,,,,,,,,,,,,,,,,2,0,H,2,0,H,C Kavanagh,20,5,6,1,8,9,8,1,0,2,0,0,Jordan Pickford,Michael Keane,Kurt Zouma,Lucas Digne,Séamus Coleman,Richarlison,Gylfi Sigurdsson,Idrissa Gueye,Morgan Schneiderlin,Bernard,Dominic Calvert-Lewin,Tom Heaton,Matthew Lowton,Charlie Taylor,James Tarkowski,Ben Mee,Jack Cork,Jóhann Gudmundsson,Robbie Brady,Ashley Westwood,Chris Wood,Ashley Barnes
2019-05-04,AFC Bournemouth,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,1,0,H,0,0,D,C Pawson,20,11,6,5,11,12,10,6,1,5,0,2,Mark Travers,Steve Cook,Adam Smith,Nathaniel Clyne,Jack Simpson,Nathan Aké,Jefferson Lerma,Ryan Fraser,Joshua King,Jordon Ibe,Callum Wilson,Hugo Lloris,Kieran Trippier,Danny Rose,Toby Alderweireld,Davinson Sánchez,Son Heung-Min,Eric Dier,Moussa Sissoko,Dele Alli,Christian Eriksen,Lucas Moura
2019-05-04,Cardiff City,Crystal Palace,,,,,,,,,,,,,,,,,,,,2,3,A,1,2,A,M Oliver,18,21,8,7,14,11,10,5,0,0,0,0,Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Josh Murphy,Aron Gunnarsson,Nathaniel Mendez-Laing,Víctor Camarasa,Bobby De Cordova-Reid,Danny Ward,Vicente Guaita,Joel Ward,Scott Dann,Aaron Wan-Bissaka,Martin Kelly,Luka Milivojevic,Andros Townsend,Wilfried Zaha,James McArthur,Jordan Ayew,Michy Batshuayi
2019-05-04,Newcastle United,Liverpool,,,,,,,,,,,,,,,,,,,,2,3,A,1,2,A,A Marriner,14,11,7,4,10,4,2,3,1,1,0,0,Martin Dubravka,Paul Dummett,Fabian Schär,Jamaal Lascelles,Matt Ritchie,Javier Manquillo,Ki Sung-Yueng,Isaac Hayden,Ayoze Pérez,Christian Atsu,Salomón Rondón,Alisson,Virgil van Dijk,Dejan Lovren,Andrew Robertson,Trent Alexander-Arnold,Fabinho,Georginio Wijnaldum,Jordan Henderson,Sadio Mané,Mohamed Salah,Daniel Sturridge
2019-05-04,West Ham United,Southampton,,,,,,,,,,,,,,,,,,,,3,0,H,1,0,H,S Attwell,17,11,6,1,2,11,2,7,1,1,0,0,Lukasz Fabianski,Fabián Balbuena,Issa Diop,Ryan Fredericks,Arthur Masuaku,Manuel Lanzini,Pedro Obiang,Mark Noble,Michail Antonio,Grady Diangana,Marko Arnautovic,Fraser Forster,Jack Stephens,Yan Valery,Ryan Bertrand,Jan Bednarek,Mohamed Elyounoussi,Stuart Armstrong,Mario Lemina,Pierre-Emile Højbjerg,Shane Long,Danny Ings
